Name,Qty,Price
DOXYBOND-LB CAP,1,340
ASCORIL LS JUNIOR SYP,2,164
VOLIBO 0.2 TAB,2,76
EXTRAMMUNE TABLETS,1,279
OXRAMET XR10MG/500MG TAB,3,494
LULIFAZE CREAM 10G,1,337
LA SHIELD LITE SPF 30,3,219
AMUL LASSI,184,251
OXRAMET 5/1000 MG TAB,2,334
PRORAC PLUS CREAM,1,250
GLUCONORM G 0.5MG FORTE,10,271
T-BACT 5G OINT,3,369
MESACOL 800MG TABLET,3,316
GP-3MG TABLET,4,455
GP-4MG TABLET,5,449
ATOCOR 40MG TABLET STRIP OF 14 TABLET,1,194
TIOMATE TRANSHLAER,1,156
TIOMATE TRANSCAPS,1,390
TIATE TRANSHALER,3,325
SUMOCOLD TAB,3,14
NERVIJEN D CAPSULES,1,228
LIPICURE 20MG TAB,1,398
SURBEX-XT TAB,2,68
MARTIFUR 100MG TAB,2,186
COSVATE CREAM <15G>,1,367
FUTOP-B CREAM <10G>,2,270
OILATUM LOTION,1,351
AZEFLO NASAL SPRAY,1,371
AXEPTA-10 TAB,2,168
TRICLAZONE 80MG TAB,2,461
AMLOSAFE-H TAB. 5/12.5MG,1,497
MOREASE 135MG TAB,1,265
DUOPIL 1/500 TAB,3,380
DUZELA-M 20MG CAP.,4,258
PREGEB M 75 CAPSULES,2,437
PREDMET 8MG TABLETS,3,351
EFLORA CREAM <15G>,1,168
DULANE M 20MG CAPSULES,1,488
HQTOR TABLET,1,245
TRIGABANTIN 100MG TAB,6,156
ZADY 250MG TAB,1,211
ZADY 500MG  TAB,1,342
LIPICURE 10MG TAB,2,381
FYNAL-500 MG TABLET STRIP OF 5 TABLET,1,69
FYNAL-OZ TAB,1,460
APRIGLIM-MV2 TAB,3,92
SWICH 100MG SYP,1,341
CILACAR TC 6.25 TAB,1,101
LIVERIL TAB,1,325
PREGABANYL-NTM TAB,6,15
DYTOR PLUS 20MG TABLETS.,3,301
DYTOR PLUS 10MG TABLETS.,10,54
LIPICURE 40MG TAB,1,77
YEES-D CAP,3,107
TRETIVA 20MG CAP,1,161
NEXOVAS T TAB,5,402
DYTOR 100MG TAB,2,463
ZEVERT MD 8 TAB,2,63
IVEPRED 4MG TAB,1,125
EVICT SYRUP (200ML),1,167
CONCOR-AM 2.5MG TAB.,14,163
TELMA-AM 40/5 MG TAB,30,201
ALAMIN-M FORTE CAPSULES.,1,490
GLYCIPHAGE PG-1 TAB,2,145
GLYCIPHAGE PG-2 TAB,1,28
MAXTRA TAB,2,420
TRIGLYCOMET TAB,5,202
ZENOXA OD 300MG TABLET,2,74
HIFEN 200DT TAB,2,439
ELRIZ- XL SYRUP ,2,417
BEVON DROPS ,2,459
CONCOR-AM 5MG TAB.,16,383
PRAMIPEX 0.25MG TAB,9,307
TRAMAZAC INJECTION (2ML),11,323
LUPIHALER,1,123
OPTICLUDE EYE PATCH(JR.),1,415
ACCU-CHEK ACTIVE <10 STR>,8,233
DHOUTI-YOG CHURNA,1,206
ZIGLIM-M1 (1+ 500 MG) TABLET STRIP OF 10 TABLET,8,89
ZIGLIM-M2 (2+ 500 MG) TABLET STRIP OF 10 TABLET,5,144
VB7 TABLET <BIOTIN>,4,479
CREON-25000  CAP,2,86
ENDACE 40MG TAB,4,199
MISOPT EYE DROPS,1,497
NEBI AM TAB STRIP OF 10 TAB,7,291
CLENORUSH GEL,1,431
DOLOKIND PLUS TAB,2,412
DILO-DX SYRUP,1,323
FLUTIVATE- E CREAM,2,65
SOLSPRE NASAL SPRAY,1,72
FERONIA-XT SYR.,2,372
GTN SORBITRATE-CR 2.6MG,2,375
GTN SORBITRATE-CR 6.4MG,1,297
GLYVERA SOAP,2,309
FERONIA- XT TAB,2,160
VOVERAN PLUS TAB,1,145
AD 10 SACHET <RACECADOTRI,5,373
MACPRIL 5MG TAB,1,10
VELTAM PLUS TABLET,2,123
TELEKAST-L TAB,2,44
PLACIDA TAB,6,431
VOLITRA PLUS GEL ( 30GM ),1,140
VELOZ-IT CAP,1,127
TEMSAN 40MG TAB,9,359
TEMSAN- H 40MG TAB,19,477
CIPLADINE OINTMENT 10GM,13,196
NOVOMIX 30 PENFILL 100IU PACK OF 5 X 3ML CARTRIDGE,6,137
ORS POWDER,213,304
GLUFORMIN G1 FORTE TAB.,4,432
NEKSIUM  40MG TAB,1,190
SOMPRAZ IT CAPSULES,1,371
PERSOL AC 2.5 GEL,2,15
NURODAY 1500MCG TAB.,2,407
AD 100 CAPSULES,1,364
MUCINAC 600MG TAB,12,78
GANFORT EYE DROP,1,206
JOINTACE DN TABLET,4,36
MENOPACE ISO TAB.,8,341
OLIGOCARE TAB.,3,225
OVACARE TAB.,2,187
BOTROCLOT SOLUTION,1,101
BIFILAC HP CAPSULES,2,382
MAXIMIN FORTE TABLETS,1,386
CLAVAM FORTE SYP. (30ML),3,321
CLAVAM DROPS (10ML),3,164
SIZODON-LS TABLET,2,317
YOGUT CAP,2,201
OXERUTE CD CAPSULES,1,170
GLYKIND-M (80+500MG) TABLET STRIP OF 10 TABLET,13,333
FOLITRAX 10MG TABLET,3,31
GLIZID-MR 60MG TABLET,3,107
SOFTDROPS EYE DROPS,3,448
MAXTRA P DROP,7,139
ZOAMET PED DROP,5,166
COVERSYL AM 4/5 TABLET,2,168
DILNIP 20 MG TAB,1,64
GABANTIN NT ,2,35
EMBETA XR-100 TAB,4,146
STELBID SPAS TAB,1,430
NIFTRAN 100 CAP 30CAP,1,470
GOODKNIGHT FAST CARD ,74,259
MIMOD-25MG TAB,3,148
HIFEN 50MG SYP,1,204
CLEAN & DAY POW 50GM,1,364
ZIFI CV 200 TAB. ,1,139
IMIDIL-C VAGINAL SUPP,1,15
LAMEZ OD 100 TAB,1,29
K-GLIM-M 2MG TABLET,5,59
PANDERM PLUS CREM,5,247
HATRIC-3 SYRUP,1,320
Q-GOLD CAP.,1,425
LEVERA 500MG TAB,11,340
LEVERA 250MG TAB,5,60
AXEPTA 18MG TAB,1,226
BANDY PLUS-12MG TAB,24,410
K-GLIM-M 1MG TABLET,5,234
MELACARE FORTE CREAM,1,111
ROZAVEL EZ TAB,5,81
DONICA CAP,4,481
METOCARD XL 25MG TAB,8,345
OLMESAR H 20MG/12.5MG TAB STRIP OF 15 TABLET,3,309
WINOLAP 5MG TAB,1,360
SAZO 1000 MG TAB,4,458
BLISTO 1MF TAB,2,371
DICORATE ER 750 MG TAB,1,482
XALACOM EYE DROP,1,38
DIANORM-OD 60 TAB,2,242
PREGALIN M 75 CAPSULES,2,317
OKACET TAB,776,349
ECOSPRIN-AV 75MG CAP,163,173
UBICAR TAB,1,432
BIMAT EYE DROP,1,351
MEGA FREEFLEX TAB,5,194
LOSAKIND-25 TABLET,2,459
LOSAKIND-50 MG TABLET STRIP OF 10 TABLET,2,175
MYONIT SR 2.6MG TAB,2,131
ZOSTUM O TAB,3,235
D FRAG TABLET,3,85
METZOK 25MG TAB <METOPROL,5,146
METZOK 50MG TAB <METOPROL,5,302
KETO LOTION 50ML,1,480
GASEX SYP,1,27
ETOWIN-MR  4 TAB,2,228
AF-200 TABLETS,2,37
AF-400 TABLETS,3,35
BRIMOCOM EYE DROPS,1,87
RESPICURE-LS JUNIOR SYP,6,455
DIPODEM TAB,2,240
REMO-ZEN 100MG TAB,2,120
AIR FRESHNER,9,161
NOBLE PLUS SUSPENSION 60 ML,4,180
OFLOMAC-M SUSP *30ML,4,337
ARBITEL 40MG TAB,5,84
LUMERAX-80 TAB LUMEF*ARTE,2,451
RAMISAVE 2.5MG TABLET,4,392
PRAMIPEX 0.5MG TAB,3,229
CRESAR-H TAB.,1,451
ATORSAVE 10 MG TABLET STRIP OF 15 TABLET,2,227
ATORSAVE 20 MG TABLET STRIP OF 15 TABLET,2,405
2B12 CAPSULE,9,15
PIOPLUS 2MG.TAB.,2,296
GEMCAL KIT,1,367
AMARYL M 1MG.TAB.,4,272
OXERUTE CREAM (30G),1,86
XPECT-PD SYP,2,118
ASTRIGUM LIQ,1,151
GLIMISAVE M1 TABLET,17,19
PROLOMET XL 12.5 TAB,8,229
NITROFIX SR 30 TABLET,2,223
MONTEK LC KID TABLET,1,452
GLIMISAVE 2 MG TABLET STRIP OF 15 TABLET,7,104
STEMETIL MD 5MG TABLET,3,158
OCCUMOX EYE DROPS,1,431
GLIMISAVE M 2 (2+500MG) TABLET STRIP OF 15 TABLET,22,182
OLOPAT-OD EYE DROPS,1,134
ACE-PROXYVON TAB,2,378
DILZEM-CD-90  CAPSULES,3,356
GOODMORN TAB,3,152
CRESAR 40MG TAB,5,67
CRESAR 20MG TAB,3,10
MET XL 100 TABLET,1,211
EUKROMA-2% CREAM ,1,99
MA-DHA CAP,3,301
TERBEST TAB,2,449
PROTINEX POWDER (REF,2,103
SASLIC  FASE WASH,1,443
DOMPAN-FORTE TAB,3,461
TIDE 5MG TABLET,5,226
MYOSTAAL LINIMENT <110ML>,1,490
SATROGYL-O DRY SYRUP,1,186
OFLOMAC-M FORTE SUS *30ML,4,117
XTRAGLO TAB,1,195
CIFRAN-OZ TAB.,1,415
RANOZEX TAB,17,364
ZOCON DUSTING POWDER 100 GM,4,113
PANTODAC- DSR CAP,4,280
FLUCOS POWDER,2,172
GLIMESTAR-2 MG TABLET STRIP OF 10 TABLET,6,440
GLIMESTAR-1 MG TABLET STRIP OF 10 TABLET,4,284
PANTOSEC 40MG TAB,29,114
FIBATOR EZ TABLETS,3,473
GLOBAC-XT CAP,2,84
LOTEPRED-T EYE DROP,1,424
NERVUP PG CAP,2,323
HALDIKUF-SYRUP 100 ML,7,334
SUPERMET XL 50MG TAB,2,122
METPURE-AM 5MG TAB,3,393
NODON TABLETS <5MG>,1,358
FASTAC TAB,12,136
ENZOCORT 6MG TAB,2,193
MAXIRICH SOFGELS CAP,4,474
OPOX 50MG SYRUP<30ML>,2,351
POTRATE M SYP,1,220
OPOX 200MG TAB,1,386
OPOX 100MG DT TAB,4,19
TAXIM-O FORTE DRY SY.,1,115
GLYCOMET-GP-2 FORTE TAB,8,201
LEVOLIN INHALER,1,329
KOFAREST PD DROPS,1,445
CLIN-3 GEL,2,78
LAVANBHASKAR CHURNA (BAI),1,236
GUMAID SOL 15ML,1,57
TACHYRA 100MG TAB,2,46
LESURIDE 25MG.TAB.,1,311
GANATON TOTAL CAP,3,332
ZYRTEC DROP,8,238
GANATON OD TABLET,6,179
I-PILL TAB,9,425
LIVERIL FORTE TAB ,3,75
TRETIVA 5MG TAB,2,391
LACTIHEP SYP* 200 ML,1,293
MONTAIR-LC TAB,2,400
BONESTAT CAP,1,154
AMLOKIND-2.5 MG TABLET STRIP OF30 TABLET,5,217
CLEARMIN SOAP,1,218
EBERNET 1% CREAM 30 GM,1,318
CILACAR 5 MG TAB,11,270
CILACAR 10MG TAB,15,396
OLMAT 40MG TAB,2,142
STARPRESS-XL 50MG TAB,2,31
STARPRESS-XL 25MG TAB,3,367
GENXVAST 10 TAB,2,483
CUREON OIL 200ML,1,482
PHLOGAM TAB=PHLOGENZYME,6,185
ARMOTRAZ 1MG TABLET,2,125
SOLTUS 50MG TAB,1,333
OBIMET GX 1 TAB,2,345
FLORINA-L TAB,1,387
KIDODENT DENTAL GEL,1,71
OLMEZEST 40 TAB,6,438
OLMEZEST H 40 TAB,5,228
OLMEZEST 20 TAB,9,23
SOAPEX SOAP,1,397
ZIGLIM PLUS 2 TAB,4,161
FACECLIN GEL,1,294
DILTIGESIC OINT,2,274
SUSTEN 300MG CAPSULES,3,335
AMLOGARD 2.5MG TAB,1,461
FOLINAL PLUS TABLET,2,109
ALDACTONE TAB.  (50MG),3,161
ZEFU 250 MG TABLET STRIP OF 10 TABLET,1,249
ZIPANT 40 MG STRIP OF 10 TABLET,1,45
BUDAMATE-400 INHALER.,3,357
ZEFU 500MG TAB,1,232
WANISH CREAM,1,445
OSTEBON-PLUS TAB.,1,14
PROTEEN POWEDER,2,83
SOLTUS 100MG TAB,3,464
OLMEZEST H 20 TAB,6,197
ECO TEARS DROPS,1,473
ESPIN AT TAB,3,119
REVELOL XL-12.5MG TAB,2,419
GLIMESTAR-M1 (1+500MG) TABLET STRIP OF 10 TABLET,22,23
GLIMESTAR-M2 (2+500MG) TABLET STRIP OF 10 TABLET,34,169
DEPLATT- CV CAP.,2,427
CAREPROST PLUS EYE DROP,1,464
SUPERMET XL 25MG TAB,1,360
EVION FORTE CAP,2,297
AMROID CAP,1,379
ZITELMI-H TAB,1,107
ZITELMI 40MG TAB,2,280
BACTOCLAV 625 TAB,1,80
WHEEL CHAIR DETACHABLE*,1,436
SARTEL-40 TABLET,4,357
SARTEL-20 TABLET,3,399
AMARYL M 2MG.TAB.,4,477
OLMETOR-40 TABLET,1,290
LUBREX DS DROP,2,449
REVELOL AM 25/2.5MG TAB,2,478
CYCLOMUNE 0.05% EYE DROPS,2,466
ECOFLORA CAPSULES* SMALL,1,268
CANDID-CL <VAGINAL SUPPO>,2,466
TAXIM-O TAB. (400MG),2,475
MINTOP 10% SOLUTION 60ML,1,275
ARSHAKUTHAR RAS TAB,1,363
NAXDOM 10/250MG TAB,4,297
OPTIVE EYE DROPS,2,272
CPINK DROPS,1,227
DYTOR PLUS 5MG TAB,22,382
TELSARTAN-H 80 TABLET,2,45
RABLET-IT CAP,1,207
OLMEZEST 10 TAB,3,318
FOLITRAX 50 INJ,4,289
RANX TABLET,4,89
TELVAS 80MG TABLET,2,204
MITOCAL-CCM TAB,4,158
TERBEST CREAM * 15GM,1,235
TELMIKIND-40 MG TABLET STRIP OF 10 TABLET,25,205
PANTAKIND-DSR CAP,7,292
RAI TEL 100ML,2,222
HALOVATE CREAM (30GM),2,431
ZERODOL-SP TAB.,27,76
LEVOSIZ 10MG TABLET,5,416
MOMATE OINTMENT ,2,64
METZOK 12.5MG TAB <METOPR,6,359
FLORA-BC CAP,1,79
PROTERA 40MG TAB,6,273
FOLITRAX 15 INJ,1,24
THYRONORM 75MCG TAB.,4,44
NEWTEL-H 40MG TAB,6,191
NEWTEL- 40MG TAB,2,134
NEWTEL- 20MG TAB,2,318
ISONORM-10MG TABLET,14,160
NEBISTAR H TABLETS,16,266
TIATE TRANSCAPS,2,142
BENFOMET PLUS CAP,2,387
SYNDOPA-CR 125 TAB.,4,262
FERONIA- XT DROP,1,377
OXETOL 450MG TABLET,6,340
NEUGABA M 75MG CAPSULES,2,80
SUSTEN 100MG.INJ.,10,44
ONCOTREX 7.5MG TAB.,1,371
CYPROHEPTADINE TAB,50,108
ERANDEL TEL P. <15ML>,9,43
AMLOKIND-H (5+12.5MG) TABLET STRIP OF 10 TABLET,1,428
ATORLIP TAB. (40MG),4,300
OMNACORTIL 30MG TABLET,1,195
VEBA PLUS TAB,2,485
PEXEP CR-25MG TABLET,1,322
TELSARTAN 20MG TABLET,6,198
PREGEB 75MG CAP,4,67
PRUGO SYP,1,151
SYMBAL 30MG TABLETS,1,48
ZORYL MP2 MG TAB,3,351
,2,39
MELALITE 15 CR. 30G.,1,373
HALOVATE OINT 15GM,1,407
CLONATE OINT,1,394
P-650 TABLET,4,424
CIPLAR-LA 20 MG TABLET,14,220
DYTOR 40MG TABLETS.,5,399
MUCOLITE SR CAP,1,328
CLINGEN -3 VAGINAL SUPP ,1,335
FLUKA -150MG TABLET,51,166
AYURVEL JAR,1,40
VICKS VAPORUB 10G.,50,190
DIANORM-M OD TAB.,10,440
PLANEP 25MG TAB,4,65
MUNCH 10,124,18
LIZOFORCE 600 TAB,1,253
TEGRITAL CR 300MG TAB,2,361
STAMLO-D (5+12.5MG) TABLET STRIP OF 15 TABLETS,3,101
PARACETAMOL INJ ,2,181
RABEZ-D CAP,1,490
RECLIDE-40 TAB.,12,159
TELVAS AM TABLET,6,450
RED TOOTH PASTE 100GM*DB*,4,65
GENXVAST 20 TAB,2,416
MILIXIM 200MG TAB,1,112
CHEERIO GEL PASTE,1,312
OLSAR 20MG TAB,3,477
DYNAPAR AQ INJ. <1ML>,10,313
SASLIC  DS FACE WASH 2%,1,38
HYAL ORAL TAB,1,242
ENO *SACHET* ORANGE 5GM,67,196
PEDIFLOR PASTE (KIDS),4,495
COLGATE SENSITIVE BRUSH,10,292
PYRIGESIC 1000MG TABLET,2,459
ETIZOLA TAB 0.5MG,3,492
OLMESAR A TAB,9,476
SPARACID DS LIQ.,5,294
ASSURANS TAB 20MG,2,345
ASWINI HAIR OIL 100ML,1,490
DISPOSABLE NEEDLE(26*0.5),53,83
LAZ 250 TAB,1,79
EASIBREATHE INHALANT CAP,23,402
GOODKINGHT ACTIV *MACHINE,10,99
HIMALAYA NEEM F.WASH,16,276
PREGALIN *X 75MG * CAP,1,170
DERMADEW ALOE LOTION,1,39
ZUBITIN TAB 10MG,1,350
GILLET FOAM <REGULAR>,5,137
AXE BRAND UNIVER.OIL <3ML,4,17
NEBULIZER MACH. <READY MI,8,33
AMLYCURE DS SYRUP <200ML>,2,426
URILISER SOLUTION (100ML),2,417
KOFAREST DROPS,1,168
COLIMEX PEAD SYP.,2,377
SINAREST-S NASAL SOLU.,2,254
BUDECORT 200 INHALER,1,182
HYNASAL NASAL DROPS,5,66
BABYGESIC-125 SYRUP,1,80
COLICAID SYP.,6,167
DOMSTAL BABY DROPS,1,327
ALEX-P PEAD.DROPS <15ML>,2,100
JUSGO GEL <30GM>,1,160
NOBEL GEL <10GM>,1,163
FLUCORT SKIN CREAM ,1,392
DERIVA-MS 0.1% GEL,1,471
GUM-TONE GEL,1,423
SKINLITE CREAM <20GM>,3,492
KETO DUSTING POW.,1,499
DEXOLAC POWDER * 2 * 500G REFIL,2,363
EFATOP PE LOTION ,1,206
LUBRIJOINT-PLUS TAB.,2,455
EXTRAMMUNE SYRUP,4,288
NOOTROPIL SYRUP* 100ML,1,159
XYZAL 60ML SYRUP,1,72
NIPPO CELL <M>,40,40
PREGABA-75MG CAP.,6,210
MET XL-H 25MG TABLET,1,121
GABAMAX-75MG CAP.,1,249
SAZO 500 MG TAB,2,493
PANTOP-DSR CAPSULES,1,128
GLIMIPREX 3MG TABLETS,5,453
LIPIKIND 20MG TAB,1,389
MEGANEURON OD PLUS  CAP STRIP OF 10 CAP,3,381
CONCOR-10MG TAB.,1,172
EBAST TABLETS [20MG],1,319
OLMESAR 40 TAB,3,426
LAMITOR OD 100MG TAB.,11,90
PIOPLUS 1MG TAB.,1,70
AZULIX 4MG TABLETS,9,259
RANIDOM-O TAB.,3,232
MAHACEF-CV 200MG TAB.,1,372
AZULIX 3MG TABLET,3,36
PREGALIN 50MG CAPSULES,2,277
ATORFIT-40MG TAB.,2,215
QUTAN-SR 200MG TAB.,2,223
NODIMOX PLUS 500MG CAP.,1,65
ZIFI CV 100 DT TAB.,1,200
IMMUNACE FORTE TAB.,5,298
NUCOXIA-P TAB.,1,19
LEFNO-10MG TAB.,4,171
LEFNO-20MG TAB.<LEFLUNOMI,2,334
LEVENUE-500MG TAB.,2,250
GOODKNIGHT *REF+MACHINE*,6,215
GODREJ SHIKAKAI SAOP<100G,8,33
GODREJ NO.1 SOAP <AYURVED,1,409
NUPUR MEHANDI <200GM>,1,189
OXY BLEACH <25GM>,6,50
ORBIT SUGARFREE CHEW GUM,64,322
RENU MULTIPLUS 60 ML,5,102
GLYCERIN I.P.*ASHWIN*200G,2,41
AMLA MURRAB  100GM,2,124
ADULSA SYRUP-OMKAR-100ML,13,236
SUKOON MASSAGE OIL <50ML>,4,41
SUKOON MASSAGE OIL<100ML>,1,488
MENTHODEX STR. P/BALM<40G,6,15
NEUROCETAM PLUS TAB,1,68
ROSLAREN-AC 10MG CAP,1,454
ALMOND DROPS *BAJ* 300ML.,1,157
VASMOL 33 SUPER*  <50ML>,5,357
MAHA BHRINGRAJ <PUN> 50ML,3,319
WELMINIC DROPS<15ML>,1,268
PARACHUTE ADV. H/OIL<300M,2,123
YOGI KANTHIKA 15 PILLS,110,58
YOGI KANTHIKA 70 PILLS,11,495
SHANTI AAWALA HAIR OIL<M>,1,40
MEDIKER NAT.OIL <15ML>,8,431
RANIDOM MPS SYP,1,424
DYNAPAR MR 8 TAB,1,349
MEDIKER NAT.OIL <50ML>,18,447
SILDOO-8 TAB,1,390
LUMIVOID CREAM<15GM>,3,41
LUMIVOID CREAM<30GM>,1,444
JOHNSONS BABY SOAP <30G>,1,14
ROSULESS-GOLD 10/75 CAP,2,253
ROSULESS-GOLD 20/75 CAP,3,148
JOHNSONS BAB HAIR OIL*50,3,464
PEARS SOAP * 45GM,1,354
NYCIL POW.COOL HERBAL 150G,7,315
RIN ADVANCED SOAP 115GM ,12,414
SURF EXCEL SOAP 125GM,3,467
SURF EXCEL SOAP 75GM,24,397
PONDS POW.      <200G.>,6,119
BIGEN N20 BLK/BRO HAIR DY,2,316
FACIA FACIAL BAR 25GM,10,412
CUREON OIL 30ML,1,425
MULTANI MATI PACKET 100GM-SHEETAL,1,143
HAJMOLA *IMLI* TAB <JAR>,9,333
DYNAPAR QPS SOLUTION 15 ML,2,250
JAPAKUSUM SCALP LOTION,2,220
TORCILIN-T TAB,1,54
ACNE-UV GEL SPF50 ,2,207
KALONJI HERBAL OIL,1,388
TELMA LN TAB,4,367
BABOOL T-PASTE <190GM>,3,61
MOXON 0.3MG TAB,1,163
CHHEDA *45,4,438
SURGICAL BLADE NO 20,2,211
PYRICOL EYE DROPS-10ML,8,95
NOR-TZ TABLET (400+600MG),152,412
DEEMOL-500MG TAB.<DICLOF>,180,394
ABD-400 TAB.<ALBENDAZOLE>,34,419
ALMOX-500MG CAP,8,387
CHLORAMPHENICOL EYE APPLICAPS-BOTTLE # ,3,232
PANTOSEC-D TAB.,21,225
CIPLADINE OINTMENT - 15GM POVIDONE-IODINE,10,235
PRIMOUNT-N 5MG TAB.,19,279
CIPLADINE OINTMENT - 20GM POVIDONE-IODINE,2,336
ARJUNARISHTA -BAI-SPE <B>,2,189
KAMDUDHA RAS*40 TAB,1,80
LAKME FACE WASH*STRAW*100,1,223
APNA BRILLIANT CREAM<15GM,21,261
PONDS COLD CR.  (100ML),4,175
LAKME FACE WASH*STRAW*50G,3,214
DRAKSHASAV   *BD* <455ML>,2,430
ARSHOGHNI BATI *BD* <40T>,1,137
CHANDRAPRABHA BATI*BD*<40,1,175
FAIR & HANDSOME CR.<30ML>,20,479
FAIR & HANDSOME CR.<60ML>,4,303
SUGAR FREE GOLD *100*SAC.,2,464
SUGAR FREE NATU.POW.<100G,5,19
HEAD & SHO 2IN1 CM 180ML<CONDI>,1,290
FAIR & HANDSOME CR.<9ML>,3,108
SUGAR FREE GOLD POW.<100G,8,47
SUGAR FREE GOLD TAB.<100T,2,414
SUGAR FREE NATU TAB. 100S,2,132
KHATNIL K-20 LIQ.<100ML>,1,484
EVER YUTH F/PACK*ORG*8G,1,17
EVER YUTH F/SCRUB <7G>,1,404
GLUTONE FACE WASH<100ML>,1,261
SUPRA PLUS TAB,3,11
TRAPIC-MF TABLETS,1,359
PROLOMET-AM 50MG TAB.,9,311
CEPODEM DT 100MG TAB.,1,236
LONAZEP 0.25MG TABLET,1,451
BETACAP T.R.  60MG CAP.,3,221
MOSQUITO RACQUET,24,335
HYDRAMOST LOTION,1,101
GILLET FOAM *50G*<REGULAR,3,476
LOTUS SAFE SUN BL. SP30<B,1,223
TOUNG CLEANER <S>,24,453
TOUNG CLEANER <B>,24,405
HIMALAYA LIP BALM <10G>,12,244
HIMALAYA NEEM & TURM.SOAP,2,292
HIMALAYA BABY LOT.<100ML>,6,233
HIMALAYA BABY CREAM <50ML,12,422
HIMALAYA DIAPER RASH CR.,6,209
AYURSLIM CAP. <60S>,1,287
DRAIN IT DRAIN CLEANER,16,180
NOVORAPID INJ 100U <VIAL>,1,409
SANTOOR SOAP <150G>,1,332
MULTIVITE GOLD CAP.,2,168
VIGOMAX FORTE CAP.,2,422
IBUGESIC PLUS TAB,9,221
AYUR ASTRINGENT,2,494
AYUR SKIN TONER,1,103
TISSUE PAPER <50>,10,22
TISSUE PAPER <90>,2,291
TOILET ROLL 100PCS,8,129
CLOZOTIC EAR DROP 5ML,5,96
GLUCOSE-D POW. (100G)*ORG,8,447
VOLINI GEL 15G  ,1,454
ISOFLAV CR CAP,4,418
DERMADEW ACNE SOAP *75GM,1,58
STANLIP 145MG TABLET,3,228
BTN FORTE TAB,1,422
FLODART PLUS CAP,7,72
CLOCIP POWDER-75GM,4,215
RED BULL,59,393
LOSTAT H TABLETS,1,29
TGGOAL TAB,3,175
TRUBBLE GUM<S>,35,254
TRUBBLE GUM<M>,44,329
FIRST AID KIT ALL,1,296
TOOTH BRUSH IMPORTED,2,31
121 WOMEN DUO SPARY,7,267
YOGI KANTHIKA 140 PILLS,3,300
HIMALAYA NEEM F.WASH(100),6,435
REJOINT TAB,4,456
CIPZEN D TAB,1,127
ARGIN SACHET*ORG FLAV,38,77
SEBAMED CLEARFACE FOAM,3,115
OLMAT 20 MG TAB,1,145
LIPVAS 10MG TAB,7,73
SMILOGEL MOUTH ULCER GEL#  10GM,5,204
NAPRA D 250MG TAB,3,467
JOCAL-C TABLETS,15,11
THUMS UP 250ML,1075,354
EVER YUTH GOLDEN GLOW PEE,1,221
EVER YUTH GOLD GLOW PEEL,31,163
ELECTRAL DRINK ORANGE,11,14
SHELCAL-CT TAB,3,438
HAIR 4U 2% SPRAY SOLUTION,1,154
HAIR 4U 5% SOLUTION,1,367
ECOSPRIN GOLD 20 CAP,22,372
ZIGLIM PLUS 1 TAB,3,406
MELALITE XL  CREAM,1,399
YESAKA 600 ML,2,270
PROPYSALIC NF6 OINTMENT20,2,220
OMEE-D CAPSULES #1 BOX OF 20 STRIPS,18,101
HIMALAYA NEEM FACE PACK,23,451
ME-12 OD TABLET,5,153
MYSORE GOLD SOAP <125>,4,483
MODLIP-ASG 75MG CAP,2,43
VOBIT 0.3MG.TAB.,1,366
OB TAMPONS <10> REGULAR,1,75
VOBIT 0.2MG TAB,6,219
FUSIGEN POWDER,1,97
SEBAMED EVRYDAY SHAMPOO,2,142
FENOLIP-145MG TABLET,7,27
DEFZA 6MG TAB,3,423
UNWANTED 72 TAB,20,383
MENTHO PLUS BALM,5,10
ALFUSIN D TABLET,1,183
ROSUVAS EZ 10MG TABLETS.,1,204
PRINGLES <ONION>,40,156
ZEMPRED 16MG TABLET,1,132
EYETAMIN TAB,1,392
SUGAR FREE GOLD 50 SACH,3,375
ASHWAGANDHADI CHURNA<BAID,3,289
SEREN SHAMPOO*100ML,1,213
VINICOR AM 25/2.5 TAB,1,307
K-MAC SYRUP < 200ML >,1,211
DALACIN C 300MG CAP.,2,500
SEREN CONTIDIONER*100ML,1,290
SUKOON MASSAGE OIL <200>,1,453
CEFLOX EYE/EAR DROPS,9,280
MOMOZ-T CREAM ,1,210
SHILAJIT GOLD CAP *DAB*10,1,320
FOL 123 CAPSULES,1,361
TEBINA 250MG TABLETS.7TAB,2,214
YASMIN TAB,1,245
ATORSAVE-F (10+160MG) TABLET STRIP 10 TABLET,4,84
TRIGLIMISAVE 1MG.TAB.,4,468
TRIGLIMISAVE 2MG.TAB.,3,164
CADBURY CELEBRATION,46,32
ACMED FACE WASH,3,240
NIZRAL 2% SHAMPOO*50ML,1,297
SENSODENT-KF <100G>,2,153
FLUTIFLO NASAL SPRAY,1,498
LIVERIL SYP,1,418
PROLOMET R 25MG TAB,6,34
ZORYL M1 FORTE TABLET,1,476
ZORYL M2 FORTE TABLET,4,473
RANTAC MPS SYRUP 170ML,2,460
AMLONG MT 50 TABLETS,1,235
SET WET GEL<100>,2,443
CETAPHIL BAR SOAP,1,36
QUTAN-SR 100MG TAB.,2,447
GLUCONORM G1 FORTE TAB,2,353
GLUCONORM-G 2 FORTE TAB,8,483
OLSAR-H 20/12.5 TAB,2,449
ECOSPRIN GOLD 10 CAP,37,61
SUGAR FREE NATU 100 SACH,2,69
